name,longitude,latitude,uber_count,avg_price,adj_pop,median_daily_test_rate,avg_test_score
Weeksville,-73.93053108817337,40.67503986503237,0.0,1.6,45364.0,482.5,35.51450251950312
West Brighton,-74.1071817826561,40.631878926546065,106.0,1.55,50413.0,260.2,40.49042838293163
West Farms,-73.87774474910546,40.839475056726535,789.0,1.65,34777.0,227.6,37.4221829
West Village,-74.00617998126813,40.734433935724354,111976.0,1.9,67682.0,290.1,47.166098572894
Westchester Square,-73.84219407604444,40.8406194964327,0.0,1.6,28193.0,513.6,30.73602056
Westerleigh,-74.13304143951704,40.62109047275409,157.0,1.6,23946.0,482.5,35.759610599251765
Whitestone,-73.81420216610863,40.781290766026935,1084.0,1.75,31064.0,219.6,62.80426679
Williamsbridge,-73.85744642974205,40.88103887819211,1140.0,1.45,59370.0,511.5,29.04598894
Williamsburg,-73.95811529220926,40.707144393442505,72684.0,1.9,32597.0,685.6,29.1941435
Willowbrook,-74.13208447484298,40.603706926273716,0.0,1.6,6927.0,482.5,41.338037036251436
Windsor Terrace,-73.98007340430172,40.65694583575104,4733.0,1.75,20884.0,632.4,44.52957153
Wingate,-73.93718680559314,40.66094656188111,0.0,1.75,68880.0,482.5,39.15339910556178
Woodhaven,-73.8581104655432,40.68988687915789,2058.0,1.4,55411.0,222.2,40.72576399497883
Woodlawn,-73.86731496814177,40.898272612138044,810.0,1.4,43034.0,260.1,45.93640884
Woodrow,-74.20524582480327,40.541967622888755,5.0,1.75,19829.0,297.5,44.27327558594836
Woodside,-73.90184166838284,40.746349088602216,4567.0,1.4,44473.0,243.9,46.96401832
Yorkville,-73.94711784471826,40.77592984988488,46819.0,1.8,77355.0,928.3,43.0162394313141
